Ten,Dia chi,Loai,So dien thoai,Hinh anh,Link Anh Goc,Gioi thieu,Website,Lat,Lng,Tu khoa goc
Quản lý xuất nhập cảnh,"179 Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính phủ,Không có,Không có,,Không có,Không có,10.7627021,106.6875098,Cục Quản lý Xuất nhập cảnh tại TPHCM
Dịch Vụ Xuất Nhập Cảnh,"Tầng 6, Tòa Nhà Indochina Park, 4, Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Dịch vụ pháp lý,+84 28 3822 2165,downloaded_images\5621fca9f87c0aa77537e59a89c89d16.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wZane2B67wlOPy31I3MiSw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=66.10166&pitch=0&thumbfov=100,Không có,Không có,10.7917952,106.7023182,Phòng Quản lý Xuất nhập cảnh Công an TPHCM
Phòng Cảnh sát Quản lý hành chính về trật tự xã hội CATP (PC06),"258 Trần Hưng Đạo, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Cảnh sát dân sự,+84 838 387 257,downloaded_images\acfc528cab863ab908066f5264be956d.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzt4Nvm0nAPrKeOSeMwH0hthBI6Vmf2l31GCSTT2XrOVVlyqauJrWdrFRXLiAH8KvlIS1I4ffRHKVTbS319s4A85AAJTZQcYcWXeoOUCTro35SRXXcNd5ddknJCrrTaMDk9YmXv=w80-h106-k-no,Không có,Không có,10.7606147,106.68849639999999,Phòng Quản lý Xuất nhập cảnh Công an TPHCM
Tổng cục Cảnh sát Phía Nam,"258 Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Sở cảnh sát,+84 868 956 042,Không có,,Không có,Không có,10.761418599999999,106.6851404,Phòng Quản lý Xuất nhập cảnh Công an TPHCM
Dịch Vụ Làm Hộ Chiếu - Làm Passport - Thủ tục làm hộ chiếu nhanh TPHCM,"266 Hoàng Hoa Thám, Phường 12, Tân Bình, Thành phố Hồ Chí Minh 700000, Việt Nam",Phòng visa và hộ chiếu,+84 28 7777 7888,downloaded_images\2c839f43ee0a6fc028d2f58cbd950a80.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wQtEQOdUQYNn9SMHYUEk4Q&cb_client=search.gws-prod.gps&w=80&h=92&yaw=6.370935&pitch=0&thumbfov=100,Không có,Không có,10.808916,106.648393,Phòng Quản lý Xuất nhập cảnh Công an TPHCM
Miễn Thị Thực PNVT,"217/2A1 (Tầng Lửng) Xô Viết Nghệ Tĩnh,, Phường 17, Quận Bình Thạnh, TP. Hồ Chí Minh, Việt Nam",Dịch vụ di trú & nhập tịch,+84 28 3514 7572,downloaded_images\906d173fe5ba85fac70df99e98935805.jpg,https://lh3.googleusercontent.com/p/AF1QipMPQWwgCBqFLeNy9SE3BtyXZJj2I2U15M7oE8bR=w122-h92-k-no,Không có,https://mienthithucvisa.com/,10.800063,106.710983,Phòng Quản lý Xuất nhập cảnh Công an TPHCM
Công an Quận 1,"73 Yersin, Phường Cầu Ông Lãnh, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Sở cảnh sát,+84 28 3829 7643,downloaded_images\e286cb36aaafb38e15c4aa8e10e3dd16.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxXGbOPys0fy3vtSusypZp4cO2XO-WTVcUl6IktP6SsHphmTzSWvDiNaCvsYZ9jLJLZAEur28zanSFcJfA647zQpfHMwcuvQKe6kQrdODXOiwf5TCTWkvY51ZhS7GcsPVlY9mSF=w163-h92-k-no,Không có,Không có,10.7669781,106.69720439999999,Phòng Quản lý Xuất nhập cảnh Công an TPHCM
24H Visa,"27b/6 Nguyễn Đình Chiểu, Đa Kao, Quận 1, Thành phố Hồ Chí Minh 71000, Việt Nam",Phòng visa và hộ chiếu,+84 938 004 137,downloaded_images\1674b231f2be731cf54d642e23b07ae3.jpg,https://lh3.googleusercontent.com/p/AF1QipP5cnOZ4IutYuNIaGkiVbYY-vP6C7nXI-b_LXco=w80-h142-k-no,Không có,https://24hvisa.com/,10.7877069,106.6992137,Phòng Quản lý Xuất nhập cảnh Công an TPHCM
Cục thuế thành phố Hồ Chí Minh,"63 Vũ Tông Phan, Khu đô thị An Phú An Khánh, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Cục thuế,+84 28 3770 2288,downloaded_images\406927306cc455466f79ff5354ca2600.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxD7-tPZcg4vU2mS53LI3JCu1-XqODqx_BfegM9s-H8EoZ970m2gyAhULJ0RuEyVPfB5sdi0OE1XxMEQ3c59NUMLf4HMpqeKkwrTovVB4txTi9SsXBI9AnpA4RS2-C6EYcR6etXCw=w163-h92-k-no,Không có,Không có,10.7960522,106.74019249999999,Phòng Quản lý Xuất nhập cảnh Công an TPHCM
Đội Tuần Tra Dẫn Đoàn - Phòng Cảnh Sát Giao Thông Đường Bộ Đường Sắt,"282 Nơ Trang Long, Phường 12, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",Cảnh sát liên bang,+84 969 552 443,Không có,,Không có,Không có,10.8146306,106.6979544,Phòng Cảnh sát giao thông đường bộ - đường sắt TPHCM
Phòng Cảnh sát Giao thông PC08,"341 Đường Trần Hưng Đạo, Cầu Kho, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Sở cảnh sát,Không có,downloaded_images\ecbcd0da5b39fddcb60cedf8d55151f1.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzMTS4WJ8bsIBMkxkn5_zqANePm_K56ehIWoWhK1AobmxorCQttdR0C-O8tiZzyJ6RYFqnKnNxUOyg9eMOdVJ4kToSWefqFdACDj7t7HUJri2u7fXh-BamlOxbNyUtb2Peme-rZ=w163-h92-k-no,Không có,http://csgt-congan.hochiminhcity.gov.vn/wps/portal/Home/trang-chu,10.761022299999999,106.68948639999999,Phòng Cảnh sát giao thông đường bộ - đường sắt TPHCM
Sở Kế hoạch và Đầu tư TP.HCM (Sở Tài Chính-Sau Sáp Nhập),"32 Lê Thánh Tôn, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính quyền thành phố,+84 28 3829 3179,downloaded_images\481334378d8784058db483182b8b4f78.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwrYek-ATKJDH6qdg2A0miEYALo064qoFfFPaOH0UW8d-AyqQBGe0ZiRQP3WTdRtP3HDXdFOsRF03dDNaGN-MEt7eeZgJUUO7Ntgghfvakb41ZK0VHix0XqLD1UdjNI60iwfkjI=w80-h106-k-no,Không có,http://dpi.hochiminhcity.gov.vn/,10.7791797,106.70324649999999,Sở Tư pháp TPHCM
UBND Phường Thạnh Mỹ Tây,"85/16 Phạm Viết Chánh, Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính quyền địa phương,+84 28 6276 9987,downloaded_images\18c1e3749d9e6736748f452c8e0bde38.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyZ4SU43meXiKvbb1aYrj7rEcs3QAOwUpR-y8WmxF7Z73SSXafFfpgxL8HvdM1wqWER-ZbUlqiWHnFQFCi7BLPQKyOFgYn_IrYLfZFx9jqyeePB8n1347-Ty2N23_a0IO-5ckOrMZvGOck=w122-h92-k-no,Không có,Không có,10.790554,106.71277189999999,Sở Tư pháp TPHCM
CÔNG TY TNHH DỊCH VỤ TƯ VẤN NAM PHÁT,"42 Nguyễn Cửu Vân, Phường 17, Bình Thạnh, Thành phố Hồ Chí Minh 70000, Việt Nam",Văn phòng công ty,+84 902 845 039,downloaded_images\d200c23d3aa23e0144feaa761cbb0e60.jpg,https://lh3.googleusercontent.com/p/AF1QipME5AjqxjCAXjQ4e1P46t9kLEjjjb2gM5Lt_ja8=w87-h92-k-no,Không có,https://luatnamphat.com/,10.795908599999999,106.70682,Sở Tư pháp TPHCM
Lãnh sự quán Cộng hòa Phần Lan,"203 Đồng Khởi, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Đại sứ quán,+84 28 3827 2029,downloaded_images\79d28cdc173868a7320d6a08297d89e9.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=D9bo2jseP5khLR7myQIL0Q&cb_client=search.gws-prod.gps&w=80&h=92&yaw=228.94995&pitch=0&thumbfov=100,Không có,Không có,10.77694,106.701849,Danh sách Lãnh sự quán tại TPHCM
Consulate General of Canada in Ho Chi Minh City,"Street The Metropolitan, 235 Đồng Khởi, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 00084, Việt Nam",Văn phòng chính phủ,+84 28 3827 9899,downloaded_images\557a5f1764057b0ff52edc6dff1524a1.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzd9Al24LcVt6CLCVEjPdW9fULbHe3vaNllQwFH69GgIYHpUsNp0lsjzC92B9IA0M9m-4QiGnSBDrk-2CxeGZLsTsImLt143295DdQIi3PWenZXuHtUNpv5V96m-dcSsh9u5Ij-=w122-h92-k-no,Không có,https://www.international.gc.ca/country-pays/vietnam/ho_chi_minh_city-ho_chi_minh-ville.aspx?lang=eng,10.7784274,106.69992529999999,Danh sách Lãnh sự quán tại TPHCM
Tổng Lãnh Sự Panama,"7A Lê Thánh Tôn, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam",Đại sứ quán,+84 28 3825 0334,downloaded_images\29ec73d8cd6eb7bad77002cf4d9ae031.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzdKgqq9MFMIAm4QWcvIHkkV8URL2ic9tnaJHqqj7IbVNdqV3a8KUfJsmWPKE9s9qDzRbeSNBAgclJx54kfXMY6SDNx5blY8ywUyAVqNm_EBZixpBEVECIPabfwOO23WHupEg3p=w138-h92-k-no,Không có,Không có,10.7816508,106.7058531,Danh sách Lãnh sự quán tại TPHCM
Tổng Lãnh sự quán Vương Quốc Campuchia,"41 Phùng Khắc Khoan, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Tòa lãnh sự nước ngoài,+84 28 3829 2751,downloaded_images\4bdf4ea442816f973890f2f42d23da05.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwlIB4tFsgrIc6du6kllhQ3sBq2uFQ41WLp9cOWfRkdcE0ZHklHtDwJAEoh0VvNDKw60COPYYaDAm3oWdyEBvmq18nuHIGFuXqf_rBbSQ3Clf1sTaz4I1FiK8g_aNC0aB-Lp0HExg=w122-h92-k-no,Không có,Không có,10.7868741,106.6953217,Danh sách Lãnh sự quán tại TPHCM
Tổng Lãnh Sự Quán Anh,"25 Lê Duẩn, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Tòa lãnh sự nước ngoài,Không có,downloaded_images\c96874dbff556e3e7093a31b0f464479.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nUR222y4BLZ2nBzEoBxeGA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=124.022224&pitch=0&thumbfov=100,Không có,Không có,10.783467499999999,106.7017394,Danh sách Lãnh sự quán tại TPHCM
Lãnh Sự Quán Vương Quốc Na Uy,"Somerset Chancellor Court Ho Chi Minh City, 21 Nguyễn Thị Minh Khai, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 70000, Việt Nam",Tòa lãnh sự nước ngoài,+84 838 221 696,downloaded_images\1282b966546a75928b9222848555677d.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxYVhn23JCTWmp3vAcxNUmf56IGHaCQANlalxhoEcwaNwp_oIWmbAO97_esxCIJjbj3B9wDfoFqQYt-JwKuV5fKBB1tj7kihwU13UGPuPNtXc9cQ7oo50A3wLrKGqkB1gcBDNb-0w=w86-h92-k-no,Không có,http://www.mofahcm.gov.vn/vi/coquan_dd/nr050713161848/ns051201144015,10.7843729,106.69975009999999,Danh sách Lãnh sự quán tại TPHCM
Bệnh Viện Quốc Tế Thận Và Lọc Thận Dialasie,"253 Điện Biên Phủ, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,+84 28 3930 0864,downloaded_images\3fa31846abcb53b5835f274d92ecce85.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1imhG1ZyuvGwxHgbgUUcTw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=325.6386&pitch=0&thumbfov=100,Không có,Không có,10.7820656,106.6889593,Bệnh viện quốc tế tại TPHCM
Cổng bệnh viện ngoại thần kinh quốc tế,"Công Ty Dệt May, 40 Đ. Lũy Bán Bích, Tân Thới Hoà, Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,Không có,downloaded_images\1391f8c9661efd82359876a35415feab.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxbVERzrRFbwd8wemY-8lnz3J0D9mzJYu0LHGTDKfgiNiD94BnyYJ2CVuENnxBFDyVxigpgImVpxn_YmUQH0C-ric_Wqg1H2LYHQqDKY3QTxWrVBPxK71cSLmZsB4hJvyq7MWKIcLgJEjOG=w80-h106-k-no,Không có,Không có,10.761332,106.63252399999999,Bệnh viện quốc tế tại TPHCM
Trung tâm Sức khỏe Doanh nghiệp - Đa Khoa Quốc Tế Sài Gòn,"9 Đ. Trịnh Văn Cấn, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,+84 28 3821 3456,downloaded_images\999dc0868f46bee22b8464932b9dbd0b.jpg,https://lh3.googleusercontent.com/p/AF1QipMQTal7jOP5LfGKZ76HQWFBlYg4ixKtW8xc6O-U=w127-h92-k-no,Không có,https://taimuihongsg.com/,10.7677082,106.6967957,Bệnh viện quốc tế tại TPHCM
Bệnh viện Bình Dân - Khu điều trị Kỹ thuật cao,"Điện Biên Phủ/326 - 328 Phường Vườn Lài, Phường 3, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện chuyên khoa,+84 799 325 371,downloaded_images\af66746b06ad15cfd522acbf4181dfb1.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxPEFmlCFRyhGDoxX2BmDvOxKCCjPMP0Xice8FV8uD5Yj8qR95-6knIGupLBHvO-qj_6uq23I_6Crtly9AZ6Ei-5cEI_mb9oWhgjYVekqaY7xyl6TBmQYKrdyZ3GuPvn_lPmcfu=w163-h92-k-no,Không có,http://bvbinhdan.com.vn/,10.7750738,106.681394,Bệnh viện công tại TPHCM
Bệnh viện Đa khoa Bình Chánh,"1 Đường Số 1, Khu trung tâm hành chính huyện, Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,+84 28 3760 2895,downloaded_images\33c19b962a32b5dc4c6407c47c7eaaf4.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwSZzhkYQubjYBOYCHT3MYmEEqlXIWG_fEoRfSlmqEO6LOXx2AFBUeGsBRzYSO9T4BD7A90kA8SCNB9IX40iykmPtaXKAqG8xqzRu0U6t0IsGGe1YgXGhaX2-f3gvOw0Hur35p-=w122-h92-k-no,Không có,http://binhchanhhospital.vn/,10.6908806,106.58598269999999,Bệnh viện công tại TPHCM
Công Ty Cổ Phần Bệnh Viện Hy Vọng,"2A Đ. Ấp Bắc, Phường Tân Bình, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,Không có,downloaded_images\262630ad3009f5bcecf10c32b70e6896.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qi0KDOXSxxB9upTqYPZ0qg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=226.45029&pitch=0&thumbfov=100,Không có,Không có,10.799679099999999,106.64179419999999,Bệnh viện công tại TPHCM
Công An Phường Bến Thành Quận 1,"18 1, 16 Lê Anh Xuân, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Sở cảnh sát,+84 28 3829 7373,downloaded_images\cf383b567f53db558cf039cc2ab7b9d2.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx0omh_tA0Tbl1ENTHI2Oy2ebrZDApKZl_Ld19iryftXBkxFDGAl3tkiOiMFXr12MTkKXtIbFrEpgC81sqvoWb66AmckmIA3EAvHHgxr78leUSEDhJZPqEE61SoSjSIWNfBziU3=w80-h106-k-no,Không có,Không có,10.7714521,106.69545389999999,Công an Quận 1
Công an Phường Đakao Quận 1,"170 Nguyễn Văn Thủ, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Đồn cảnh sát,+84 28 3829 6181,downloaded_images\bbbca6bb3b12d1263c0335ea498c9fa1.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw6u062KOFCPv_KbR4jq5Wsh1wWY2g9rkTNlQhMUEXflUOvchTu_hxw6sdhJv9vyIAWGxauLu9zS8Ykb2-QzOuqbfmpZ23E2wV-U-o3UfjTTFsBXFw2Y-HGWrkLpkOga9kfiUQ38Q=w122-h92-k-no,Không có,https://thongtinthuebao.com/cong-an-phuong-dakao-q.1-tp.hcm-38296181,10.787384099999999,106.69638889999999,Công an Quận 1
UBND Phường Bến Nghé,"29 Nguyễn Trung Ngạn, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính quyền địa phương,+84 28 3821 1860,downloaded_images\37c8e7a01e9ae13f7052087f07552f13.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyujZ2PhnMey8FGctNU6oVsOPG3DfkTKdnl8G9v9NpVyxVO8ISQ3Rli2BmZfnlF9qijfcE8BayFPbQowjYJLnd25V94Dl_dpCOJ680ahfKrNRyqqtt9K-Dji0tVuOWj1RUMM_cq=w122-h92-k-no,Không có,http://phuongbennghe.gov.vn/,10.7826664,106.70460729999999,Ủy ban nhân dân Quận 1
Bệnh viện Tân Định - Cơ sở 2,"237 Trần Hưng Đạo, Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,+84 28 3920 7527,downloaded_images\4b95a38d985796c22c180084955dcc61.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwQLfc-jmRFV1voKrk4PamgBwwfMJYAfWp3Tw8hs64s4IUM2myODuzwhzXyf_ViqJZuM3Yoq-8Aa5OEBsA_IUVVEyU9TJiZ98eZldY_8d_vHawEA7IVW-XyI2noEh8tk2SWxdEGCg=w80-h106-k-no,Không có,http://cs1.bvq1.vn/bvq1/,10.765051,106.693235,Bệnh viện Quận 1
Bệnh viện Đa khoa Tân Định,"338 Hai Bà Trưng, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,+84 28 3820 0880,downloaded_images\58329493dd4f59c1763a20f6a5f57cf3.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz8mwiBjmpFqI9iUS3nxtm8-ZsnTzfF8_THOlT4fpKDiDA83uk9sFXrIirDPwA5s3QNXF1hYqgmFlh_lW-1IGT8ZnoCBWS-eJ56JiW7xCBCocuXkrWFWdQON_PdEbMgl7zy02ynJQ=w122-h92-k-no,Không có,http://cs1.bvq1.vn/bvq1/,10.7901324,106.6895943,Bệnh viện Quận 1
Phòng Quản Lý Đô Thị Quận 3,"99 Trần Quốc Thảo, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",Phòng quy hoạch đô thị,Không có,downloaded_images\e15901027b73c1f42fd4b4170993235e.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2be1sseJNM72oVMNKU846w&cb_client=search.gws-prod.gps&w=80&h=92&yaw=237.67998&pitch=0&thumbfov=100,Không có,Không có,10.7828289,106.68616779999999,Ủy ban nhân dân Quận 3
UBND Phường 3 Quận 4,"89 Khánh Hội, Phường 3, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính quyền địa phương,+84 28 3940 4517,downloaded_images\c9e1b425bd52a115ed311e4f9c78a147.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxdQnA6rtiPJvu1aoS_oxjM88PUHFeEb0vOH7hC1MGJx6K9tpzVdewtdLJfq169_UHL94i_MjS9Mg_L-dF4AXgA8yFM-SHq7WYkgAeWV04sHDwYx3V85H0SvtkxwZblm-zBQh_PUA=w122-h92-k-no,Không có,Không có,10.7550762,106.70171529999999,Ủy ban nhân dân Quận 3
Uỷ Ban Nhân Dân Quận Trung Tâm Y Tế,"311 Đường Nguyễn Thượng Hiền, Phường 5, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,Không có,downloaded_images\6657cf4424c4a21bd5e677894c643e09.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyMChng1xgmm3AGppHfd91dAg5QT36_TPVnn6chHOT5JW9yADo6lSQOwQYlS-rCU8cOpjw5NHTJJATFCCc1ENeLs9E3mNWgNPxkgWzs7T1f40ANJE9KR4oLRGmv3k0q_AJZZ4HWTUupw3FN=w122-h92-k-no,Không có,Không có,10.7755394,106.6830562,Ủy ban nhân dân Quận 3
UBND Phường 1 Quận 4,"360 Bến Vân Đồn, Phường 1, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",Văn phòng chính quyền địa phương,+84 28 3826 4181,downloaded_images\4cf899b5c3f4ab18ea9e52df1ed0f263.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyED6jVSdhH-bgi_hApQTT2GDDx0ln3GDCrJIEcomWP1dGFnD39nCswn5dI4HcnfvRcfcvRyKeOJxhMUbalR7dThii-oUXn1LficPt9XJmOa0oSAl-tHcg3v7z4i2-mp98ykunN=w126-h92-k-no,Không có,Không có,10.7548731,106.6894445,Ủy ban nhân dân Quận 4
Đội Cảnh Sát Trật Tự Giao Thông Quận 4,"92 Hoàng Diệu, Phường 13, 4, Thành phố Hồ Chí Minh, Việt Nam",['Tòa án'],+84 28 3826 3389,downloaded_images\531a23b908958f46fdb263e2e1a485b7.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=36_98azWpDwrbch_UpNjgA&cb_client=search.gws-prod.gps&w=86&h=86&yaw=287.31024&pitch=0&thumbfov=100,Không có,Không có,10.7642518,106.70482559999999,Đội Cảnh sát giao thông Quận 4
Trạm Y Tế Phường 14 Quận 5,"525 Trần Hưng Đạo, Phường 14, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm y tế công cộng,+84 28 3859 4865,Không có,,Không có,https://timbenhvien.vn/chi-tiet/tram-y-te-phuong-14-quan-5/768,10.751837799999999,106.65587079999999,Trung tâm y tế Quận 5
Trạm Y Tế Phường 11 Quận 5,"101 Đ. Phù Đổng Thiên Vương, Phường 11, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm y tế công cộng,+84 28 3854 9789,downloaded_images\d1c97c52f0b52909f613b8bec4cf9488.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OtNtX3pdBmWLFAXnQ4vomg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=257.4503&pitch=0&thumbfov=100,Không có,https://timbenhvien.vn/chi-tiet/tram-y-te-phuong-11-quan-5/785,10.7548847,106.6623223,Trung tâm y tế Quận 5
Trạm Y Tế Phường 12 Quận 5,"227 Nguyễn Chí Thanh, Phường 12, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm y tế công cộng,+84 28 3855 9937,downloaded_images\40d1be17bcab413aea9535639baf18b7.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Y6pn0w1DQwTEgwrhypd8gw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=161.2885&pitch=0&thumbfov=100,Không có,https://timbenhvien.vn/chi-tiet/tram-y-te-phuong-12-quan-5/786,10.7575231,106.6575379,Trung tâm y tế Quận 5
Phòng khám gan mật TPHCM | Cty CP Bệnh Viện Gan Tâm Đức,"229 Nguyễn Chí Thanh, Phường 12, Quận 5, Thành phố Hồ Chí Minh 700000, Việt Nam",Bệnh viện đa khoa,+84 967 888 943,downloaded_images\933c0691a2e7ec8c42eae4cfd4dd71fd.jpg,https://lh3.googleusercontent.com/p/AF1QipMERajuTuIRq1TVQlC9zmJ13BOxPXv-VQSREzmS=w138-h92-k-no,Không có,https://ykhoatamduc.vn/dat-hen-kham-chua-benh/,10.7574164,106.65751039999999,Trung tâm y tế Quận 5
Trạm Tế Phường 5 Quận 5,"50 Đ. Nguyễn Văn Đừng, Phường 5, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm y tế,+84 28 3836 6417,downloaded_images\4628523cde9c47b72ed291e0865af40f.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CWJGN6ECL7NAbI4GRrb37g&cb_client=search.gws-prod.gps&w=80&h=92&yaw=125.079605&pitch=0&thumbfov=100,Không có,Không có,10.7520759,106.6712123,Trung tâm y tế Quận 5
Trung tâm y tế quận 5,"642A Nguyễn Trãi, Phường, Quận 5, Thành phố Hồ Chí Minh 70000, Việt Nam",Trung tâm y tế,+84 28 3855 3707,downloaded_images\00b1721a5f34eaf6a8b4a1a49833f546.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSylILLeDI6M-h5LoIBirtRNdVdjsgweO-5I68Kq8Uk2pkYYdPNynChlNYGDy9bMCHplDZQB8FAkciwzvKCptzijhaQ_-aeWvNBBrmwygvsEjbJ1oB88HbYZK9mqN-TCPwXjvmfa=w138-h92-k-no,Không có,Không có,10.754264599999999,106.6657673,Trung tâm y tế Quận 5
Đội PCCC & CNCH Quận 5,"1350 Võ Văn Kiệt, Phường 13, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",['Trạm cứu hỏa'],Không có,downloaded_images\3e92bb2153dd1b5922cd4a0f48874711.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwgukZUT85NUmizysi-jvWy0lLs42e7CFzrGLwYnvpRLwMacyWDNf1ph0lBXNGUtNohRkN9RmFuUUqAPlg9fluMzjbBe0EOTuZk7Ha4-Jo6MYPKnLawRqEKRfaTeGvMhNcTR-8=w86-h86-k-no,Không có,Không có,10.7476146,106.6562278,Đội Cảnh sát PCCC và CNCH Quận 5
VĂN PHÒNG CÔNG CHỨNG TÂN PHÚ,"677 Đ. Lũy Bán Bích, Hòa Thạnh, Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",Công chứng viên,+84 28 6267 3081,downloaded_images\0f0e869e316bc1ec16d2580c0d0ce89f.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx33I2Uqy28i0hxn7ymR8dS_wlszkAk3tUBaLuXUsYbRxjWM11ma2WO7JSzb8v2hrPFIllCPt7wIkymX143p-zosUMnKkfTcNlNDHyXQkLV_gjmL2D8NGqf38xVu80NEMMgVcBL=w122-h92-k-no,Không có,http://congchungtanphu.vn/,10.7811383,106.6358044,Phòng công chứng Quận 5
Công An Quận 6,"114 Đ. Phạm Văn Chí, Phường 1, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",['Sở cảnh sát'],+84 28 3967 0694,downloaded_images\ea5be26aff9ba2cd0928f698145ec262.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxQ9lptEQ-mZnVCBTBdYf14rAea3EAj-TlyJV6ZmvX5UN11RkjC2MXifigjCzczmSkX_KltSrPJ86XODdIecaTh6ibnp5chXOWQcB-axhvfeWbqcnk9kyuCVgi-Qv0MjhHh7fhN=w114-h86-k-no,Không có,http://www.quan6.hochiminhcity.gov.vn/,10.746412099999999,106.6488978,Công an Quận 6
